|dates|EauClaire_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|EauClaire_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|EauClaire_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|EauClaire_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|EauClaire_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|EauClaire_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|66.0|0|0.0|0|0.0|0
0|2020-05-18|70.0|0|0.0|0|0.0|0
0|2020-05-19|75.0|0|0.0|0|0.0|0
0|2020-05-20|78.0|0|0.0|0|0.0|0
0|2020-05-21|82.0|0|0.0|0|0.0|0
0|2020-05-22|89.0|0|0.0|0|0.0|0
0|2020-05-23|89.0|0|0.0|0|0.0|0
