|dates|Ross_Ohio_UnitedStates.JHU_ConfirmedCases.data|Ross_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Ross_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Ross_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Ross_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Ross_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|67.0|0|2.0|0|0.0|0
0|2020-05-28|67.0|0|2.0|0|0.0|0
0|2020-05-29|67.0|0|2.0|0|0.0|0
0|2020-05-30|67.0|0|2.0|0|0.0|0
