|dates|Iberia_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Iberia_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Iberia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Iberia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Iberia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Iberia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|403.0|0|37.0|0|0.0|0
0|2020-05-28|403.0|0|37.0|0|0.0|0
0|2020-05-29|403.0|0|37.0|0|0.0|0
0|2020-05-30|403.0|0|37.0|0|0.0|0
