|dates|McLean_Kentucky_UnitedStates.JHU_ConfirmedCases.data|McLean_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|McLean_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|McLean_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|McLean_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|McLean_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|18.0|0|1.0|0|0.0|0
0|2020-05-15|18.0|0|1.0|0|0.0|0
0|2020-05-16|18.0|0|1.0|0|0.0|0
