|dates|Fentress_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Fentress_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Fentress_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Fentress_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Fentress_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Fentress_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|10.0|0|0.0|0|0.0|0
0|2020-05-25|11.0|0|0.0|0|0.0|0
0|2020-05-26|11.0|0|0.0|0|0.0|0
