|dates|St.Charles_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Charles_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Charles_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Charles_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Charles_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Charles_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|602.0|0|42.0|0|0.0|0
0|2020-05-15|606.0|0|41.0|0|0.0|0
0|2020-05-16|606.0|0|41.0|0|0.0|0
