|dates|LaSalle_Louisiana_UnitedStates.JHU_ConfirmedCases.data|LaSalle_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|LaSalle_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|LaSalle_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|LaSalle_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|LaSalle_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|40.0|0|0.0|0|0.0|0
0|2020-05-18|40.0|0|0.0|0|0.0|0
0|2020-05-19|40.0|0|0.0|0|0.0|0
0|2020-05-20|40.0|0|0.0|0|0.0|0
0|2020-05-21|45.0|0|1.0|0|0.0|0
0|2020-05-22|45.0|0|1.0|0|0.0|0
0|2020-05-23|45.0|0|1.0|0|0.0|0
