|dates|Apache_Arizona_UnitedStates.JHU_ConfirmedCases.data|Apache_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Apache_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Apache_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Apache_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Apache_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1250.0|0|26.0|0|0.0|0
0|2020-05-28|1250.0|0|26.0|0|0.0|0
0|2020-05-29|1250.0|0|26.0|0|0.0|0
0|2020-05-30|1250.0|0|26.0|0|0.0|0
