|dates|McLennan_Texas_UnitedStates.JHU_ConfirmedCases.data|McLennan_Texas_UnitedStates.JHU_ConfirmedCases.missing|McLennan_Texas_UnitedStates.JHU_ConfirmedDeaths.data|McLennan_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|McLennan_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|McLennan_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|96.0|0|4.0|0|0.0|0
0|2020-05-15|96.0|0|4.0|0|0.0|0
0|2020-05-16|96.0|0|4.0|0|0.0|0
