|dates|Clinton_NewYork_UnitedStates.JHU_ConfirmedCases.data|Clinton_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Clinton_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Clinton_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Clinton_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Clinton_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|92.0|0|4.0|0|0.0|0
0|2020-05-18|94.0|0|4.0|0|0.0|0
0|2020-05-19|94.0|0|4.0|0|0.0|0
0|2020-05-20|94.0|0|4.0|0|0.0|0
0|2020-05-21|94.0|0|4.0|0|0.0|0
0|2020-05-22|94.0|0|4.0|0|0.0|0
0|2020-05-23|94.0|0|4.0|0|0.0|0
