|dates|Montgomery_Indiana_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|173.0|0|11.0|0|0.0|0
0|2020-05-18|173.0|0|13.0|0|0.0|0
0|2020-05-19|187.0|0|13.0|0|0.0|0
0|2020-05-20|191.0|0|14.0|0|0.0|0
0|2020-05-21|199.0|0|14.0|0|0.0|0
0|2020-05-22|202.0|0|14.0|0|0.0|0
0|2020-05-23|202.0|0|14.0|0|0.0|0
