|dates|TomGreen_Texas_UnitedStates.JHU_ConfirmedCases.data|TomGreen_Texas_UnitedStates.JHU_ConfirmedCases.missing|TomGreen_Texas_UnitedStates.JHU_ConfirmedDeaths.data|TomGreen_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|TomGreen_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|TomGreen_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|93.0|0|1.0|0|0.0|0
0|2020-05-28|93.0|0|1.0|0|0.0|0
0|2020-05-29|93.0|0|1.0|0|0.0|0
0|2020-05-30|93.0|0|1.0|0|0.0|0
