|dates|Miami_Ohio_UnitedStates.JHU_ConfirmedCases.data|Miami_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Miami_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Miami_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Miami_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Miami_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|332.0|0|30.0|0|0.0|0
0|2020-05-18|332.0|0|30.0|0|0.0|0
0|2020-05-19|332.0|0|30.0|0|0.0|0
0|2020-05-20|337.0|0|30.0|0|0.0|0
0|2020-05-21|337.0|0|30.0|0|0.0|0
0|2020-05-22|337.0|0|30.0|0|0.0|0
0|2020-05-23|337.0|0|30.0|0|0.0|0
