|dates|Jefferson_Kansas_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|19.0|0|0.0|0|0.0|0
0|2020-05-18|20.0|0|0.0|0|0.0|0
0|2020-05-19|20.0|0|0.0|0|0.0|0
0|2020-05-20|21.0|0|0.0|0|0.0|0
0|2020-05-21|21.0|0|0.0|0|0.0|0
0|2020-05-22|21.0|0|0.0|0|0.0|0
0|2020-05-23|21.0|0|0.0|0|0.0|0
