|dates|Klickitat_Washington_UnitedStates.JHU_ConfirmedCases.data|Klickitat_Washington_UnitedStates.JHU_ConfirmedCases.missing|Klickitat_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Klickitat_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Klickitat_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Klickitat_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|24.0|0|3.0|0|0.0|0
0|2020-05-18|24.0|0|3.0|0|0.0|0
0|2020-05-19|25.0|0|3.0|0|0.0|0
0|2020-05-20|24.0|0|3.0|0|0.0|0
0|2020-05-21|24.0|0|3.0|0|0.0|0
0|2020-05-22|24.0|0|3.0|0|0.0|0
0|2020-05-23|24.0|0|3.0|0|0.0|0
