|dates|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|4.0|0|0.0|0|0.0|0
0|2020-05-28|4.0|0|0.0|0|0.0|0
0|2020-05-29|4.0|0|0.0|0|0.0|0
0|2020-05-30|4.0|0|0.0|0|0.0|0
