|dates|Johnson_Kansas_UnitedStates.JHU_ConfirmedCases.data|Johnson_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|619.0|0|54.0|0|0.0|0
0|2020-05-15|638.0|0|55.0|0|0.0|0
0|2020-05-16|638.0|0|55.0|0|0.0|0
