|dates|Mariposa_California_UnitedStates.JHU_ConfirmedCases.data|Mariposa_California_UnitedStates.JHU_ConfirmedCases.missing|Mariposa_California_UnitedStates.JHU_ConfirmedDeaths.data|Mariposa_California_UnitedStates.JHU_ConfirmedDeaths.missing|Mariposa_California_UnitedStates.JHU_ConfirmedRecoveries.data|Mariposa_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|15.0|0|0.0|0|0.0|0
0|2020-05-15|15.0|0|1.0|0|0.0|0
0|2020-05-16|15.0|0|1.0|0|0.0|0
