|dates|Gwinnett_Georgia_UnitedStates.JHU_ConfirmedCases.data|Gwinnett_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Gwinnett_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Gwinnett_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Gwinnett_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Gwinnett_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|3056.0|0|122.0|0|0.0|0
0|2020-05-25|3198.0|0|121.0|0|0.0|0
0|2020-05-26|3198.0|0|121.0|0|0.0|0
