|dates|Nolan_Texas_UnitedStates.JHU_ConfirmedCases.data|Nolan_Texas_UnitedStates.JHU_ConfirmedCases.missing|Nolan_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Nolan_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Nolan_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Nolan_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
