|dates|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1150.0|0|93.0|0|0.0|0
0|2020-05-18|1155.0|0|95.0|0|0.0|0
0|2020-05-19|1177.0|0|96.0|0|0.0|0
0|2020-05-20|1197.0|0|98.0|0|0.0|0
0|2020-05-21|1202.0|0|99.0|0|0.0|0
0|2020-05-22|1257.0|0|103.0|0|0.0|0
0|2020-05-23|1257.0|0|103.0|0|0.0|0
