|dates|Chippewa_Michigan_UnitedStates.JHU_ConfirmedCases.data|Chippewa_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Chippewa_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Chippewa_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Chippewa_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Chippewa_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2.0|0|0.0|0|0.0|0
0|2020-05-28|2.0|0|0.0|0|0.0|0
0|2020-05-29|2.0|0|0.0|0|0.0|0
0|2020-05-30|2.0|0|0.0|0|0.0|0
