|dates|Warren_Indiana_UnitedStates.JHU_ConfirmedCases.data|Warren_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Warren_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Warren_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|12.0|0|1.0|0|0.0|0
0|2020-05-15|12.0|0|1.0|0|0.0|0
0|2020-05-16|12.0|0|1.0|0|0.0|0
