|dates|Tuscaloosa_Alabama_UnitedStates.JHU_ConfirmedCases.data|Tuscaloosa_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Tuscaloosa_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Tuscaloosa_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Tuscaloosa_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Tuscaloosa_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|319.0|0|8.0|0|0.0|0
0|2020-05-15|332.0|0|8.0|0|0.0|0
0|2020-05-16|332.0|0|8.0|0|0.0|0
