|dates|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|260.0|0|8.0|0|0.0|0
0|2020-05-28|260.0|0|8.0|0|0.0|0
0|2020-05-29|260.0|0|8.0|0|0.0|0
0|2020-05-30|260.0|0|8.0|0|0.0|0
