|dates|Floyd_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Floyd_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Floyd_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Floyd_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Floyd_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Floyd_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|16.0|0|0.0|0|0.0|0
0|2020-05-15|16.0|0|0.0|0|0.0|0
0|2020-05-16|16.0|0|0.0|0|0.0|0
