|dates|Norfolk_Virginia_UnitedStates.JHU_ConfirmedCases.data|Norfolk_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Norfolk_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Norfolk_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Norfolk_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Norfolk_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|451.0|0|6.0|0|0.0|0
0|2020-05-28|451.0|0|6.0|0|0.0|0
0|2020-05-29|451.0|0|6.0|0|0.0|0
0|2020-05-30|451.0|0|6.0|0|0.0|0
