|dates|Chattahoochee_Georgia_UnitedStates.JHU_ConfirmedCases.data|Chattahoochee_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Chattahoochee_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Chattahoochee_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Chattahoochee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Chattahoochee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|33.0|0|0.0|0|0.0|0
0|2020-05-28|33.0|0|0.0|0|0.0|0
0|2020-05-29|33.0|0|0.0|0|0.0|0
0|2020-05-30|33.0|0|0.0|0|0.0|0
