|dates|Greenwood_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Greenwood_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Greenwood_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Greenwood_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Greenwood_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Greenwood_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|103.0|0|1.0|0|0.0|0
0|2020-05-28|103.0|0|1.0|0|0.0|0
0|2020-05-29|103.0|0|1.0|0|0.0|0
0|2020-05-30|103.0|0|1.0|0|0.0|0
