|dates|Shelby_Alabama_UnitedStates.JHU_ConfirmedCases.data|Shelby_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|399.0|0|19.0|0|0.0|0
0|2020-05-18|404.0|0|19.0|0|0.0|0
0|2020-05-19|404.0|0|19.0|0|0.0|0
0|2020-05-20|414.0|0|19.0|0|0.0|0
0|2020-05-21|417.0|0|19.0|0|0.0|0
0|2020-05-22|420.0|0|19.0|0|0.0|0
0|2020-05-23|420.0|0|19.0|0|0.0|0
