|dates|Saginaw_Michigan_UnitedStates.JHU_ConfirmedCases.data|Saginaw_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Saginaw_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Saginaw_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Saginaw_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Saginaw_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|913.0|0|97.0|0|0.0|0
0|2020-05-18|930.0|0|99.0|0|0.0|0
0|2020-05-19|940.0|0|99.0|0|0.0|0
0|2020-05-20|957.0|0|100.0|0|0.0|0
0|2020-05-21|968.0|0|103.0|0|0.0|0
0|2020-05-22|973.0|0|104.0|0|0.0|0
0|2020-05-23|973.0|0|104.0|0|0.0|0
