|dates|Crawford_Michigan_UnitedStates.JHU_ConfirmedCases.data|Crawford_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Crawford_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Crawford_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Crawford_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Crawford_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|57.0|0|4.0|0|0.0|0
0|2020-05-18|57.0|0|4.0|0|0.0|0
0|2020-05-19|57.0|0|5.0|0|0.0|0
0|2020-05-20|58.0|0|5.0|0|0.0|0
0|2020-05-21|58.0|0|5.0|0|0.0|0
0|2020-05-22|58.0|0|5.0|0|0.0|0
0|2020-05-23|58.0|0|5.0|0|0.0|0
