|dates|Caddo_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Caddo_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Caddo_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Caddo_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Caddo_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Caddo_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1877.0|0|155.0|0|0.0|0
0|2020-05-18|1898.0|0|155.0|0|0.0|0
0|2020-05-19|1912.0|0|155.0|0|0.0|0
0|2020-05-20|1939.0|0|156.0|0|0.0|0
0|2020-05-21|2272.0|0|156.0|0|0.0|0
0|2020-05-22|2293.0|0|156.0|0|0.0|0
0|2020-05-23|2293.0|0|156.0|0|0.0|0
