|dates|Westmoreland_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Westmoreland_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Westmoreland_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Westmoreland_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Westmoreland_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Westmoreland_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|427.0|0|32.0|0|0.0|0
0|2020-05-18|432.0|0|38.0|0|0.0|0
0|2020-05-19|431.0|0|38.0|0|0.0|0
0|2020-05-20|432.0|0|38.0|0|0.0|0
0|2020-05-21|434.0|0|38.0|0|0.0|0
0|2020-05-22|436.0|0|38.0|0|0.0|0
0|2020-05-23|436.0|0|38.0|0|0.0|0
