|dates|Okeechobee_Florida_UnitedStates.JHU_ConfirmedCases.data|Okeechobee_Florida_UnitedStates.JHU_ConfirmedCases.missing|Okeechobee_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Okeechobee_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Okeechobee_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Okeechobee_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|32.0|0|0.0|0|0.0|0
0|2020-05-15|33.0|0|0.0|0|0.0|0
0|2020-05-16|33.0|0|0.0|0|0.0|0
