|dates|Harrison_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Harrison_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|18.0|0|0.0|0|0.0|0
0|2020-05-25|18.0|0|0.0|0|0.0|0
0|2020-05-26|18.0|0|0.0|0|0.0|0
