|dates|CharlesCity_Virginia_UnitedStates.JHU_ConfirmedCases.data|CharlesCity_Virginia_UnitedStates.JHU_ConfirmedCases.missing|CharlesCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|CharlesCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|CharlesCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|CharlesCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|21.0|0|1.0|0|0.0|0
0|2020-05-15|22.0|0|1.0|0|0.0|0
0|2020-05-16|22.0|0|1.0|0|0.0|0
