|dates|St.Lawrence_NewYork_UnitedStates.JHU_ConfirmedCases.data|St.Lawrence_NewYork_UnitedStates.JHU_ConfirmedCases.missing|St.Lawrence_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|St.Lawrence_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|St.Lawrence_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|St.Lawrence_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|200.0|0|2.0|0|0.0|0
0|2020-05-28|200.0|0|2.0|0|0.0|0
0|2020-05-29|200.0|0|2.0|0|0.0|0
0|2020-05-30|200.0|0|2.0|0|0.0|0
