|dates|Greene_Virginia_UnitedStates.JHU_ConfirmedCases.data|Greene_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Greene_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|22.0|0|1.0|0|0.0|0
0|2020-05-25|23.0|0|1.0|0|0.0|0
0|2020-05-26|23.0|0|1.0|0|0.0|0
