|dates|Franklin_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Franklin_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|27.0|0|2.0|0|0.0|0
0|2020-05-28|27.0|0|2.0|0|0.0|0
0|2020-05-29|27.0|0|2.0|0|0.0|0
0|2020-05-30|27.0|0|2.0|0|0.0|0
