|dates|Jefferson_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|7039.0|0|430.0|0|0.0|0
0|2020-05-18|7059.0|0|430.0|0|0.0|0
0|2020-05-19|7095.0|0|429.0|0|0.0|0
0|2020-05-20|7128.0|0|431.0|0|0.0|0
0|2020-05-21|7175.0|0|432.0|0|0.0|0
0|2020-05-22|7232.0|0|432.0|0|0.0|0
0|2020-05-23|7232.0|0|432.0|0|0.0|0
