|dates|McDuffie_Georgia_UnitedStates.JHU_ConfirmedCases.data|McDuffie_Georgia_UnitedStates.JHU_ConfirmedCases.missing|McDuffie_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|McDuffie_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|McDuffie_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|McDuffie_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|55.0|0|5.0|0|0.0|0
0|2020-05-18|55.0|0|5.0|0|0.0|0
0|2020-05-19|55.0|0|5.0|0|0.0|0
0|2020-05-20|57.0|0|5.0|0|0.0|0
0|2020-05-21|55.0|0|5.0|0|0.0|0
0|2020-05-22|55.0|0|5.0|0|0.0|0
0|2020-05-23|55.0|0|5.0|0|0.0|0
