|dates|Wilson_Texas_UnitedStates.JHU_ConfirmedCases.data|Wilson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Wilson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Wilson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Wilson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Wilson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|36.0|0|5.0|0|0.0|0
0|2020-05-18|36.0|0|5.0|0|0.0|0
0|2020-05-19|37.0|0|5.0|0|0.0|0
0|2020-05-20|37.0|0|5.0|0|0.0|0
0|2020-05-21|38.0|0|5.0|0|0.0|0
0|2020-05-22|38.0|0|5.0|0|0.0|0
0|2020-05-23|38.0|0|5.0|0|0.0|0
