|dates|Quitman_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Quitman_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Quitman_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Quitman_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Quitman_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Quitman_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|19.0|0|0.0|0|0.0|0
0|2020-05-15|20.0|0|0.0|0|0.0|0
0|2020-05-16|20.0|0|0.0|0|0.0|0
