|dates|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|661.0|0|23.0|0|0.0|0
0|2020-05-15|669.0|0|23.0|0|0.0|0
0|2020-05-16|669.0|0|23.0|0|0.0|0
