|dates|Charlton_Georgia_UnitedStates.JHU_ConfirmedCases.data|Charlton_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Charlton_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Charlton_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Charlton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Charlton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|26.0|0|1.0|0|0.0|0
0|2020-05-18|26.0|0|1.0|0|0.0|0
0|2020-05-19|29.0|0|1.0|0|0.0|0
0|2020-05-20|28.0|0|1.0|0|0.0|0
0|2020-05-21|28.0|0|1.0|0|0.0|0
0|2020-05-22|28.0|0|1.0|0|0.0|0
0|2020-05-23|28.0|0|1.0|0|0.0|0
