|dates|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|52.0|0|0.0|0|0.0|0
0|2020-05-28|52.0|0|0.0|0|0.0|0
0|2020-05-29|52.0|0|0.0|0|0.0|0
0|2020-05-30|52.0|0|0.0|0|0.0|0
