|dates|Yell_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Yell_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Yell_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Yell_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Yell_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Yell_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|108.0|0|1.0|0|0.0|0
0|2020-05-28|108.0|0|1.0|0|0.0|0
0|2020-05-29|108.0|0|1.0|0|0.0|0
0|2020-05-30|108.0|0|1.0|0|0.0|0
