|dates|DeSoto_Florida_UnitedStates.JHU_ConfirmedCases.data|DeSoto_Florida_UnitedStates.JHU_ConfirmedCases.missing|DeSoto_Florida_UnitedStates.JHU_ConfirmedDeaths.data|DeSoto_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|DeSoto_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|DeSoto_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|66.0|0|7.0|0|0.0|0
0|2020-05-18|68.0|0|7.0|0|0.0|0
0|2020-05-19|69.0|0|7.0|0|0.0|0
0|2020-05-20|80.0|0|7.0|0|0.0|0
0|2020-05-21|94.0|0|7.0|0|0.0|0
0|2020-05-22|97.0|0|8.0|0|0.0|0
0|2020-05-23|97.0|0|8.0|0|0.0|0
