|dates|Skagit_Washington_UnitedStates.JHU_ConfirmedCases.data|Skagit_Washington_UnitedStates.JHU_ConfirmedCases.missing|Skagit_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Skagit_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Skagit_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Skagit_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|425.0|0|14.0|0|0.0|0
0|2020-05-18|426.0|0|14.0|0|0.0|0
0|2020-05-19|426.0|0|15.0|0|0.0|0
0|2020-05-20|426.0|0|15.0|0|0.0|0
0|2020-05-21|426.0|0|15.0|0|0.0|0
0|2020-05-22|426.0|0|15.0|0|0.0|0
0|2020-05-23|426.0|0|15.0|0|0.0|0
