|dates|Worth_Missouri_UnitedStates.JHU_ConfirmedCases.data|Worth_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Worth_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Worth_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Worth_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Worth_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|4.0|0|0.0|0|0.0|0
0|2020-05-25|4.0|0|0.0|0|0.0|0
0|2020-05-26|4.0|0|0.0|0|0.0|0
