|dates|Kankakee_Illinois_UnitedStates.JHU_ConfirmedCases.data|Kankakee_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Kankakee_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Kankakee_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Kankakee_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Kankakee_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|791.0|0|42.0|0|0.0|0
0|2020-05-25|799.0|0|42.0|0|0.0|0
0|2020-05-26|799.0|0|42.0|0|0.0|0
