|dates|Elkhart_Indiana_UnitedStates.JHU_ConfirmedCases.data|Elkhart_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Elkhart_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Elkhart_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Elkhart_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Elkhart_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1070.0|0|28.0|0|0.0|0
0|2020-05-28|1070.0|0|28.0|0|0.0|0
0|2020-05-29|1070.0|0|28.0|0|0.0|0
0|2020-05-30|1070.0|0|28.0|0|0.0|0
