|dates|Pottawattamie_Iowa_UnitedStates.JHU_ConfirmedCases.data|Pottawattamie_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Pottawattamie_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Pottawattamie_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Pottawattamie_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Pottawattamie_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|227.0|0|7.0|0|0.0|0
0|2020-05-28|227.0|0|7.0|0|0.0|0
0|2020-05-29|227.0|0|7.0|0|0.0|0
0|2020-05-30|227.0|0|7.0|0|0.0|0
