|dates|Newaygo_Michigan_UnitedStates.JHU_ConfirmedCases.data|Newaygo_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Newaygo_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Newaygo_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Newaygo_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Newaygo_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|43.0|0|0.0|0|0.0|0
0|2020-05-18|50.0|0|0.0|0|0.0|0
0|2020-05-19|51.0|0|0.0|0|0.0|0
0|2020-05-20|63.0|0|0.0|0|0.0|0
0|2020-05-21|71.0|0|0.0|0|0.0|0
0|2020-05-22|75.0|0|0.0|0|0.0|0
0|2020-05-23|75.0|0|0.0|0|0.0|0
