|dates|LaSalle_Texas_UnitedStates.JHU_ConfirmedCases.data|LaSalle_Texas_UnitedStates.JHU_ConfirmedCases.missing|LaSalle_Texas_UnitedStates.JHU_ConfirmedDeaths.data|LaSalle_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|LaSalle_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|LaSalle_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|4.0|0|0.0|0|0.0|0
0|2020-05-25|4.0|0|0.0|0|0.0|0
0|2020-05-26|4.0|0|0.0|0|0.0|0
