|dates|Peach_Georgia_UnitedStates.JHU_ConfirmedCases.data|Peach_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Peach_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Peach_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Peach_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Peach_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|70.0|0|3.0|0|0.0|0
0|2020-05-25|70.0|0|3.0|0|0.0|0
0|2020-05-26|70.0|0|3.0|0|0.0|0
