|dates|Shelby_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Shelby_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|4615.0|0|105.0|0|0.0|0
0|2020-05-28|4615.0|0|105.0|0|0.0|0
0|2020-05-29|4615.0|0|105.0|0|0.0|0
0|2020-05-30|4615.0|0|105.0|0|0.0|0
