|dates|Chowan_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Chowan_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Chowan_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Chowan_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Chowan_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Chowan_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|16.0|0|0.0|0|0.0|0
0|2020-05-28|16.0|0|0.0|0|0.0|0
0|2020-05-29|16.0|0|0.0|0|0.0|0
0|2020-05-30|16.0|0|0.0|0|0.0|0
