|dates|Park_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Park_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Park_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Park_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Park_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Park_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1.0|0|0.0|0|0.0|0
0|2020-05-15|1.0|0|0.0|0|0.0|0
0|2020-05-16|1.0|0|0.0|0|0.0|0
