|dates|Patrick_Virginia_UnitedStates.JHU_ConfirmedCases.data|Patrick_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Patrick_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Patrick_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Patrick_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Patrick_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|14.0|0|0.0|0|0.0|0
0|2020-05-25|14.0|0|0.0|0|0.0|0
0|2020-05-26|14.0|0|0.0|0|0.0|0
