|dates|St.Mary_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Mary_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Mary_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Mary_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Mary_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Mary_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|308.0|0|29.0|0|0.0|0
0|2020-05-28|308.0|0|29.0|0|0.0|0
0|2020-05-29|308.0|0|29.0|0|0.0|0
0|2020-05-30|308.0|0|29.0|0|0.0|0
