|dates|Crittenden_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Crittenden_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Crittenden_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Crittenden_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Crittenden_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Crittenden_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|4.0|0|1.0|0|0.0|0
0|2020-05-18|4.0|0|1.0|0|0.0|0
0|2020-05-19|4.0|0|1.0|0|0.0|0
0|2020-05-20|4.0|0|1.0|0|0.0|0
0|2020-05-21|4.0|0|1.0|0|0.0|0
0|2020-05-22|5.0|0|1.0|0|0.0|0
0|2020-05-23|5.0|0|1.0|0|0.0|0
