|dates|Monroe_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Monroe_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5.0|0|0.0|0|0.0|0
0|2020-05-18|5.0|0|0.0|0|0.0|0
0|2020-05-19|5.0|0|0.0|0|0.0|0
0|2020-05-20|5.0|0|0.0|0|0.0|0
0|2020-05-21|5.0|0|0.0|0|0.0|0
0|2020-05-22|5.0|0|0.0|0|0.0|0
0|2020-05-23|5.0|0|0.0|0|0.0|0
